Movie,Article Date,Article Title,Article Description,Topics,Open Coding,Annotation,Annotation,Names,,,,,Open Coding,,,,,,,,Movie
Mission: Impossible - Dead Reckoning Part One,2023-11-08T18:30:00Z,Honest Trailers Digs Into 'Mission: Impossible - Dead Reckoning Part One',"I had a pretty great time at the cinema a few months ago watching Mission: Impossible - Dead Reckoning Part One. I'm not gonna rehash the whole 'in the weightless modern cinematic landscape, the old-fashioned-yet-boundary-pushing stunt work and fun location...",Review,,Review,Review,,,,,,,,,,,,,,
Mission: Impossible - Dead Reckoning Part One,2023-11-01T01:00:00Z,Joe Biden Is Worried About AI Because of… ‘Mission: Impossible?’,"Somebody let Joe Biden watch Mission: Impossible - Dead Reckoning Part One while Jill was out of the house, and now our president is deeply concerned about AI. Which is good, but also, he knows it was just a movie,...",Review,,Review,Review,,,,,,,,,,,,,,
Mission: Impossible - Dead Reckoning Part One,2023-11-01T13:12:00Z,Mission Impossible: Dead Reckoning Increased Pesident Biden's Worries About AI,US President Joe Biden watched the newest Mission: Impossible movie and became even more worried about artificial intelligence. White House chief of staff Bruce Reed told the Associated Press that he watched Mission: Impossible - Dead Reckoning Part One with …,Review,,Review,Review,,,,,,,,,,,,,,
Past Lives,2023-10-24T16:27:55Z,"Past Lives, All Of Us Strangers, and The Last Of Us score Gotham Awards nominations","The Gotham Awards announced its list of nominations for the 33rd annual ceremony on Tuesday, kicking off what is sure to be an interesting awards season. With the actors strike still in effect, some of the films intended to be released this year were shuffled…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Past Lives,2023-11-01T15:00:00Z,"Sundance to Honor Christopher Nolan, Maite Alberdi, and Celine Song at Opening Night Gala","The ""Oppenheimer"" director will receive the inaugural Trailblazer Award, while the ""Past Lives"" and ""The Eternal Memory"" directors will receive the Vanguard Award.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Past Lives,2023-11-01T14:00:14Z,Sharon Van Etten – “Close To You”,"Sharon Van Etten loves dropping new songs on soundtracks. In between album cycles, she’ll often appear all over the movie/streaming series landscape. A few months ago, Van Etten contributed “Quiet Eyes” to the soundtrack of Past Lives, one of the year’s best …",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Past Lives,2023-10-23T13:00:00Z,"The Bold Gambles Behind ‘Nyad,’ ‘Past Lives,’ and ‘Cassandro’","Making narrative films for the first time, the directors of three major Oscar-contending films weren’t quite sure how to work with actors or let go of their favorite real-life details—but there were also hurdles they never saw coming.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Past Lives,2023-10-19T19:05:49Z,Greta Lee On 'Past Lives',"In <em>Past Lives</em>, Greta Lee stars as a playwright caught between two men she loves. Lee says the film allowed her to explore the immigrant experience in a way that felt vulnerable — and personal. She spoke with Ann Marie Baldonado about speaking Korean …",Story Telling,,Story Telling,Story Telling,,,,,,,,,,,,,,
Past Lives,2023-10-24T16:37:15Z,"Past Lives,' 'All of Us Strangers' Lead Gotham Awards Nominations","There was no budget cap this year, but the noms still skewed strongly in favor of indies— plus Ryan Gosling for Barbie.",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Past Lives,2023-11-07T18:13:07Z,Greta Lee on the High Stakes of 'Past Lives',"“After 20 years of waiting for something like this, I didn't want to mess it up,” says the actor starring in Celine Song’s debut film.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Past Lives,2023-10-24T16:29:55Z,Gotham Awards Nominations: ‘All Of Us Strangers’ Tops Movie List; Ryan Gosling Gets ‘Barbie’ Nom With Budget Caps Removed,"All Of Us Strangers by Andrew Haigh led the Gotham Awards Nominations today, with some love for Celine Song’s Past Lives and a Best Performance nod to Ryan Gosling for Barbie after the indie-centric Awards removed a longstanding budget cap on eligibility, an …",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Past Lives,2023-10-19T14:17:19Z,What Happens When Directors Introduce Themselves by Telling Their Own Stories,"Autobiographical films are common these days, but there’s a particular power in an extremely personal debut, from François Truffaut’s ‘The 400 Blows’ to Celine Song’s ‘Past Lives.’",Review,,Review,Review,,,,,,,,,,,,,,
Past Lives,2023-10-19T16:39:25Z,"As a kid, Greta Lee identified with Val Kilmer — now, she imagines 'Past Lives'","Growing up, Lee recognized herself in the ""really big, muscular performances"" of Kilmer and Nicolas Cage. In Past Lives, she plays an immigrant torn between two men she loves.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Past Lives,2023-10-16T19:00:01Z,L.S. Dunes to release album of 'Past Lives' demos,L.S. Dunes have announced that they will be releasing an album of demos called Lost Songs: Lines and Shapes to celebrate the first anniversary of their debut album Past Lives. The album will be out on November 10 via Fantasy Records The band has also released…,Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Past Lives,2023-10-20T17:30:00Z,Fremont' Is One of the Year's Best Undiscovered Gems,"Maybe it was the strong impression that Celine Song's Past Lives left on me after the credits rolled, but it feels as if there is a rich spring of debut talents in cinema at the moment. In an environment that...",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Past Lives,2023-10-24T16:45:27Z,"Past Lives,' 'All of Us Strangers' Lead Gotham Awards Nominations","Past Lives and All of Us Strangers led the Gotham Awards nominations announced Tuesday, giving both indie productions a nice boost as awards season begins to take shape. All of Us Strangers, a Searchlight release from director Andrew Haigh, landed four nomina…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Past Lives,2023-11-07T18:26:21Z,Greta Lee on the High Stakes of 'Past Lives',"Greta Lee wasn’t all that optimistic when she first received an email about a potential role in a new movie called Past Lives. “I got an email in my inbox and I think it said something in the subject line like, ‘Korean? You speak it?’” she recalls now with a …",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Past Lives,2023-10-23T13:16:34Z,"The Bold Gambles Behind ‘Nyad,’ ‘Past Lives,’ and ‘Cassandro’","On the very first day of filming for Nyad, Jimmy Chin and Elizabeth Chai Vasarhelyi were standing about 100 feet away from their actors Annette Bening and Jodie Foster, surrounded by water in a massive tank they were using to film some of the scenes set on a …",Production,,Production,Production,,,,,,,,,,,,,,
Past Lives,2023-10-24T16:16:09Z,"‘Past Lives,’ ‘The Zone of Interest’ Lead Gotham Award Nominations","Celine Song’s “Past Lives,” Ira Sachs’ “Passages,” Tina Satter’s “Reality,” Kelly Reichardt’s “Showing Up” and A.V. Rockwell’s “A Thousand and One” have been nominated as best festure of 2023 at the 33th annual Gotham Awards, which announced its nominations o…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Past Lives,2023-10-24T16:16:11Z,"‘Past Lives,’ ‘All of Us Strangers’ Among Top Gotham Awards Film Nominees","The nominations for the 2023 Gotham Awards have been revealed. Since 2021, the Gotham Awards has recognized performers in gender-neutral categories. The nominations were announced live at Cipriani Wall Street, where the awards ceremony itself will take place …",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Past Lives,2023-10-28T18:06:07Z,Will Early Release Dates for ‘Barbie’ and ‘Past Lives’ Help or Hurt Their Oscar Chances?,"In Hollywood, the only thing more fun than setting the status quo is disrupting it. Studios have traditionally released so-called prestige films in the fall and winter so that they would be fresh on the minds of Academy and guild members during voting season.…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Past Lives,2023-10-30T22:00:37Z,Celine Song Explains the Heartbreaking Final Scene of ‘Past Lives’: ‘Somebody is Grieving a Part of Themselves They Never Got to Grieve’,"“Past Lives” writer and director Celine Song handles the delicate themes of love and destiny surrounding the Korean Buddhist concept of In-Yun — the connection, fate and destiny of two people. However, the South Korean/Canadian playwright says she had her own…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Past Lives,2023-10-19T14:22:08Z,What Happens When Directors Introduce Themselves by Telling Their Own Stories,"When writer-director Celine Song introduced herself to audiences with her first feature film this year, she made it a very personal introduction. Song’s film Past Lives, released by A24 in June following its Sundance Film Festival premiere, is both fictional …",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Past Lives,2023-10-24T17:14:20Z,Gotham Awards Nominations: ‘All of Us Strangers’ Leads With Four Nominations,"“All of Us Strangers,” a metaphysical drama about a gay man coming to terms with his past, led the Gotham Awards, picking up four nominations, including a nod for best international feature. Close behind were “Past Lives,” a look at the enduring bond between …",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Past Lives,2023-10-29T15:22:08Z,The Worst Acting Performances Of 2023,"Learn More This year has seen no shortage of remarkable film performances, from towering mainstream turns like Lily Gladstone in ""Killers of the Flower Moon"" to unforgettable indie performances like Greta Lee in ""Past Lives."" Impressive work like this reminds…",Review,,Review,Review,,,,,,,,,,,,,,
Past Lives,2023-11-12T22:30:11Z,Zac Efron Recalls Wrestler Kevin Von Erich’s Reaction to ‘The Iron Claw’: ‘It’s Far and Away the Most Important Review to Me’,"Could A24 wrestle another Oscar contender into the mix, while already having two strong candidates with “Past Lives” and “The Zone of Interest”? At the beginning of “The Iron Claw,” the narrator says the Von Erich family is cursed. Towards the latter half of …",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Past Lives,2023-10-24T16:32:09Z,Gotham Awards Nominations: ‘All Of Us Strangers’ Tops Movie List; Ryan Gosling Gets ‘Barbie’ Nom With Budget Caps Removed,"All Of Us Strangers by Andrew Haigh led the Gotham Awards Nominations today, with some love for Celine Song’s Past Lives and a Best Performance nod to Ryan Gosling for Barbie after the indie-centric Awards removed a longstanding budget cap on eligibility, ope…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Past Lives,2023-10-24T20:20:08Z,Gotham Awards: Here’s the complete list of nominations and everything you may want to know about awards,"Metaphysical drama 'All of Us Strangers' secures four Gotham Awards nominations, including best international feature. 'Past Lives' and 'A Thousand and One' follow closely with three nods each.",Review,,Review,Review,,,,,,,,,,,,,,
Anatomy of a Fall,2023-10-27T10:31:43Z,Anatomy of a Fall Streaming Release Date Rumors,"The Anatomy of a Fall streaming release date is highly anticipated, and viewers are wondering when they can start streaming the movie online. Anatomy of a Fall is a French courtroom drama thriller that won the Palme d’Or and the Palm Dog Award at the 2023 Can…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Anatomy of a Fall,2023-10-19T08:00:00Z,Justine Triet on deciding — and hiding — the guilt in her film Anatomy of a Fall,"French director Justine Triet speaks with CBC News about crafting her new courtroom drama, the Palme d'Or-winning Anatomy of a Fall.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Anatomy of a Fall,2023-10-22T20:27:08Z,Fans Fall For ‘Leo: Bloody Sweet’ As Indian Thriller Hits No. 8 – Specialty Box Office,"A trio of Indian films led by Leo: Bloody Sweet, at no. 8, and two Fathom events bulked up the specialty box office this weekend as The Persian Version debuted, Anatomy Of A Fall entered week two and Dicks: The Musical expanded nationwide. Prathyangira Cinema…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Anatomy of a Fall,2023-10-20T18:40:16Z,Where To Watch Anatomy Of A Fall,"After triumphing at Cannes, Anatomy of a Fall jumps from the film festival circuit and into theaters. Here's how to watch the thrilling crime drama.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Anatomy of a Fall,2023-11-14T12:53:00Z,"Justine Triet on her Palme d’Or-Winning Psychothriller, Anatomy of a Fall","As her Palme d’Or-winning thriller hits UK cinemas, Justine Triet talks about relationships, sexism, and flipping the courtroom drama on its head",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Anatomy of a Fall,2023-11-01T16:14:00Z,The Best Films to Watch This November,"From Palme D’Or winner Anatomy of a Fall to Molly Manning Walker’s powerful drama How to Have Sex, here are the films to add to your watchlist this month",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
